date_mutation,valeur_fonciere,code_postal,nom_commune,id_parcelle,type_local,surface_reelle_bati,surface_terrain,nombre_pieces_principales,agent,prixcible,prixvente_initial,evaluation_agent
2014-11-19,293000.0,31100,Toulouse,31555842AB0023,Maison,60.0,203.0,3.0,4,310000,326000,Renove
2015-01-08,211800.0,31300,Toulouse,31555845AT0463,Maison,77.0,519.0,3.0,4,215000,226000,Renove
2015-01-16,371100.0,31400,Toulouse,31555839AP0059,Maison,110.0,809.0,4.0,4,453000,476000,Renove
2015-03-30,60000.0,31200,Toulouse,31555802AB0008,Maison,30.0,127.0,2.0,4,57000,60000,Ancien
2015-04-09,269000.0,31100,Toulouse,31555843BA0298,Maison,93.0,322.0,4.0,4,272000,286000,Ancien
2015-05-07,500000.0,31500,Toulouse,31555806AD0096,Maison,177.0,177.0,5.0,4,554000,582000,Ancien
2015-06-30,130000.0,31100,Toulouse,31555840AD0109,Maison,64.0,278.0,4.0,4,124000,130000,Ancien
2015-07-02,218000.0,31500,Toulouse,31555836AX0268,Maison,50.0,307.0,3.0,4,208000,218000,Ancien
2015-07-24,191807.88,31200,Toulouse,31555831AZ0064,Maison,79.0,79.0,4.0,4,206000,216000,Renove
2015-08-18,262200.0,31400,Toulouse,31555811AD0213,Maison,72.0,498.0,3.0,4,253000,266000,Renove
2015-08-31,160000.0,31400,Toulouse,31555812AC0289,Maison,105.0,229.0,6.0,4,173000,182000,Ancien
2015-09-11,375000.0,31200,Toulouse,31555803AD0381,Maison,100.0,777.0,5.0,4,359000,377000,Renove
2015-09-25,360000.0,31300,Toulouse,31555828AL0147,Maison,111.0,251.0,5.0,4,396000,416000,Ancien
2015-10-02,275000.0,31100,Toulouse,31555841AL0291,Maison,138.0,931.0,5.0,4,274000,288000,Ancien
2015-12-28,175000.0,31200,Toulouse,31555830AE0436,Maison,80.0,80.0,4.0,4,176000,185000,Ancien
2016-01-29,120000.0,31100,Toulouse,31555840BL0453,Maison,78.0,78.0,4.0,4,118000,124000,Ancien
2016-03-02,240000.0,31200,Toulouse,31555833AI0042,Maison,80.0,345.0,4.0,4,229000,240000,Ancien
2016-04-01,292050.0,31500,Toulouse,31555835AD0001,Maison,118.0,409.0,6.0,4,278000,292050,Renove
2016-06-17,230000.0,31100,Toulouse,31555843AT0363,Maison,99.0,804.0,5.0,4,257000,270000,Ancien
2016-08-04,300000.0,31200,Toulouse,31555833AO0287,Maison,90.0,512.0,3.0,4,300000,315000,Renove
2016-09-01,256900.0,31100,Toulouse,31555843AM0017,Maison,65.0,314.0,4.0,4,271000,285000,Ancien
2016-10-12,175800.0,31100,Toulouse,31555842BH0064,Maison,105.0,139.0,5.0,4,180000,189000,Renove
2016-11-15,257000.0,31400,Toulouse,31555839AE0237,Maison,67.0,286.0,4.0,4,245000,257000,Ancien
2016-11-15,662400.0,31500,Toulouse,31555808AI0420,Maison,180.0,109.0,7.0,4,635000,667000,Renove
2016-12-01,438170.0,31400,Toulouse,31555836AY0094,Maison,155.0,345.0,6.0,4,419000,440000,Ancien
2016-12-30,292000.0,31200,Toulouse,31555802AB0125,Maison,94.0,192.0,4.0,4,327000,343000,Renove
2017-01-03,220000.0,31500,Toulouse,31555834AT0132,Maison,68.0,439.0,4.0,4,210000,220000,Ancien
2017-01-12,310000.0,31100,Toulouse,31555843AZ0441,Maison,99.0,140.0,4.0,4,317000,333000,Ancien
2017-01-27,165000.0,31100,Toulouse,31555842AI0238,Maison,90.0,160.0,4.0,4,157000,165000,Ancien
2017-02-16,341450.0,31100,Toulouse,31555841AB0123,Maison,123.0,621.0,5.0,4,325000,341450,Renove
2017-02-22,344650.0,31300,Toulouse,31555843BI0023,Maison,108.0,507.0,5.0,4,348000,365000,Ancien
2017-03-23,546000.0,31400,Toulouse,31555837AD0179,Maison,119.0,277.0,7.0,4,520000,546000,Renove
2017-05-11,504450.0,31500,Toulouse,31555808AI0251,Maison,120.0,177.0,4.0,4,543000,570000,Renove
2017-05-18,378000.0,31400,Toulouse,315558370Z0057,Maison,94.0,94.0,4.0,4,398000,418000,Renove
2017-06-19,503000.0,31300,Toulouse,31555842AE0378,Maison,135.0,438.0,4.0,4,479000,503000,Renove
2017-06-28,159000.0,31500,Toulouse,31555805AD0357,Maison,53.0,387.0,2.0,4,164000,172000,Ancien
2017-07-26,616800.0,31400,Toulouse,31555836AY0010,Maison,160.0,428.0,5.0,4,698000,733000,Renove
2017-07-28,233850.0,31100,Toulouse,31555840BE0019,Maison,85.0,258.0,4.0,4,223000,234000,Ancien
2017-08-29,150000.0,31400,Toulouse,31555812AH0100,Maison,110.0,311.0,4.0,4,148000,155000,Ancien
2017-10-16,598000.0,31500,Toulouse,31555834AE0320,Maison,160.0,427.0,6.0,4,652000,685000,Renove
2017-10-17,188000.0,31100,Toulouse,31555842AL0170,Maison,72.0,559.0,4.0,4,215000,226000,Ancien
2017-10-27,265000.0,31400,Toulouse,31555812AK0024,Maison,84.0,891.0,4.0,4,299000,314000,Renove
2017-11-06,410000.0,31500,Toulouse,31555805AD0345,Maison,97.0,255.0,5.0,4,390000,410000,Ancien
2017-12-04,480000.0,31500,Toulouse,31555836AH0139,Maison,106.0,641.0,4.0,4,502000,527000,Renove
2017-12-08,335000.0,31500,Toulouse,31555805AC0168,Maison,88.0,224.0,4.0,4,360000,378000,Renove
2017-12-21,288000.0,31400,Toulouse,31555811AI0173,Maison,69.0,221.0,3.0,4,308000,323000,Renove
2017-12-29,222500.0,31200,Toulouse,31555803AB0155,Maison,64.0,198.0,5.0,4,214000,225000,Ancien
2018-01-29,445000.0,31200,Toulouse,31555801AC0031,Maison,120.0,451.0,5.0,4,425000,446000,Renove
2018-02-15,58000.0,31400,Toulouse,31555813AD0307,Maison,20.0,20.0,1.0,4,60000,63000,Renove
2018-03-01,230000.0,31100,Toulouse,31555843AV0047,Maison,83.0,296.0,4.0,4,227000,238000,Ancien
2018-03-02,281300.0,31200,Toulouse,31555830AC0524,Maison,81.0,166.0,4.0,4,268000,281300,Renove
2018-03-20,456800.0,31400,Toulouse,31555811AI0195,Maison,94.0,510.0,3.0,4,435000,457000,Renove
2018-04-03,839000.0,31500,Toulouse,31555808AH0061,Maison,280.0,517.0,11.0,4,832000,874000,Ancien
2018-04-20,291000.0,31200,Toulouse,31555829AX0030,Maison,69.0,326.0,4.0,4,392000,412000,Renove
2018-04-23,162000.0,31100,Toulouse,31555840AD0282,Maison,61.0,178.0,4.0,4,179000,188000,Ancien
2018-05-15,295000.0,31200,Toulouse,31555833AO0214,Maison,95.0,283.0,4.0,4,315000,331000,Renove
2018-05-16,301100.0,31400,Toulouse,31555837AV0019,Maison,87.0,87.0,4.0,4,305000,320000,Renove
2018-06-21,250000.0,31500,Toulouse,31555807AB0427,Maison,60.0,212.0,3.0,4,238000,250000,Renove
2018-07-11,216870.0,31100,Toulouse,31555843AS0151,Maison,92.0,302.0,5.0,4,225000,236000,Ancien
2018-08-06,570050.0,31400,Toulouse,31555839AW0197,Maison,176.0,1214.0,5.0,4,583000,612000,Renove
2018-08-09,225000.0,31100,Toulouse,31555842BH0040,Maison,93.0,295.0,4.0,4,214000,225000,Ancien
2018-08-29,235000.0,31100,Toulouse,31555841AY0254,Maison,112.0,1051.0,5.0,4,224000,235000,Ancien
2018-09-25,474000.0,31100,Toulouse,31555843AO0022,Maison,126.0,631.0,6.0,4,482000,506000,Renove
2018-10-29,227000.0,31100,Toulouse,31555842BK0198,Maison,82.0,238.0,4.0,4,253000,266000,Renove
2019-01-29,450000.0,31100,Toulouse,31555843AW0016,Maison,380.0,1542.0,7.0,4,470000,494000,Ancien
2019-03-05,100000.0,31200,Toulouse,31555829BI0174,Maison,37.0,80.0,2.0,4,95000,100000,Ancien
2019-03-07,262900.0,31400,Toulouse,31555838AL0058,Maison,86.0,86.0,4.0,4,286000,300000,Renove
2019-03-28,208000.0,31200,Toulouse,31555831BC0692,Maison,88.0,165.0,4.0,4,244000,256000,Ancien
2019-05-29,265000.0,31200,Toulouse,31555833AP0344,Maison,92.0,92.0,4.0,4,252000,265000,Renove
2020-01-08,518000.0,31500,Toulouse,31555834AE0162,Maison,107.0,484.0,5.0,4,524000,550000,Renove
2020-01-13,845000.0,31500,Toulouse,31555807AB0915,Maison,300.0,312.0,7.0,4,915000,961000,Ancien
2014-02-03,253900.0,31200,Toulouse,31555830AN0085,Maison,80.0,654.0,4.0,7,242000,254000,Renove
2014-02-04,195000.0,31500,Toulouse,31555805AB0320,Maison,100.0,141.0,3.0,7,203000,213000,Ancien
2014-02-06,245000.0,31100,Toulouse,31555841AX0160,Maison,91.0,91.0,4.0,7,235000,247000,Ancien
2014-02-21,155000.0,31200,Toulouse,31555801AB0253,Maison,122.0,122.0,5.0,7,157000,165000,Renove
2014-04-18,325000.0,31100,Toulouse,31555841AL0450,Maison,183.0,301.0,7.0,7,325000,341000,Renove
2014-04-18,300000.0,31400,Toulouse,31555839AB0081,Maison,126.0,432.0,6.0,7,288000,302000,Ancien
2014-04-22,197000.0,31100,Toulouse,31555841AE0164,Maison,73.0,151.0,3.0,7,206000,216000,Ancien
2014-04-25,227000.0,31300,Toulouse,31555828AL0013,Maison,52.0,378.0,3.0,7,229000,240000,Renove
2014-05-19,240000.0,31200,Toulouse,31555833AO0091,Maison,100.0,260.0,5.0,7,243000,255000,Ancien
2014-05-23,174000.0,31100,Toulouse,31555842AL0264,Maison,72.0,445.0,4.0,7,175000,184000,Ancien
2014-06-06,250000.0,31500,Toulouse,31555836AX0085,Maison,75.0,180.0,4.0,7,252000,265000,Renove
2014-08-08,213112.0,31100,Toulouse,31555843AV0009,Maison,85.0,193.0,4.0,7,208000,218000,Ancien
2014-08-26,370000.0,31500,Toulouse,31555807AD0218,Maison,94.0,110.0,5.0,7,391000,411000,Renove
2014-08-29,186250.0,31200,Toulouse,31555833AK0321,Maison,74.0,157.0,3.0,7,183000,192000,Renove
2014-10-06,335000.0,31400,Toulouse,31555811AE0240,Maison,134.0,346.0,5.0,7,340000,357000,Ancien
2014-10-29,376000.0,31500,Toulouse,31555805AB0358,Maison,117.0,215.0,5.0,7,386000,405000,Renove
2014-11-21,326600.0,31400,Toulouse,31555838AI0015,Maison,134.0,374.0,7.0,7,353000,371000,Ancien
2014-11-28,400000.0,31500,Toulouse,31555835AD0004,Maison,110.0,411.0,5.0,7,460000,483000,Renove
2014-12-23,190000.0,31400,Toulouse,31555811AB0092,Maison,109.0,186.0,4.0,7,186000,195000,Ancien
2015-02-11,161000.0,31100,Toulouse,31555840AC0173,Maison,82.0,366.0,4.0,7,164000,172000,Ancien
2015-03-24,444100.0,31400,Toulouse,31555810AD0037,Maison,123.0,347.0,5.0,7,485000,509000,Renove
2015-04-22,126500.0,31100,Toulouse,31555840BL0338,Maison,77.0,124.0,4.0,7,127000,133000,Ancien
2015-05-29,191000.0,31100,Toulouse,31555841AL0008,Maison,87.0,87.0,4.0,7,194000,204000,Ancien
2015-06-12,195000.0,31000,Toulouse,31555826AD0148,Maison,58.0,58.0,3.0,7,196000,206000,Renove
2015-06-17,919805.0,31400,Toulouse,31555813AC0088,Maison,258.0,116.0,9.0,7,971000,1020000,Ancien
2015-06-30,267950.0,31400,Toulouse,31555837AT0226,Maison,90.0,61.0,4.0,7,255000,268000,Renove
2015-06-30,153000.0,31400,Toulouse,31555811AB0068,Maison,60.0,73.0,4.0,7,151000,159000,Ancien
2015-09-30,165000.0,31500,Toulouse,31555808AC0396,Maison,56.0,124.0,5.0,7,165000,173000,Ancien
2015-10-19,245000.0,31500,Toulouse,31555836AX0055,Maison,75.0,205.0,4.0,7,259000,272000,Renove
2015-11-13,600000.0,31200,Toulouse,31555832AK0191,Maison,185.0,800.0,8.0,7,588000,617000,Renove
2015-12-16,179756.0,31100,Toulouse,31555840AS0493,Maison,90.0,250.0,5.0,7,193000,203000,Ancien
2016-01-15,470000.0,31400,Toulouse,31555814AD0526,Maison,110.0,208.0,4.0,7,515000,541000,Renove
2016-02-11,235000.0,31500,Toulouse,31555806AE0033,Maison,65.0,119.0,3.0,7,224000,235000,Renove
2016-03-09,415000.0,31400,Toulouse,31555839AD0046,Maison,108.0,427.0,6.0,7,407000,427000,Renove
2016-05-17,685000.0,31300,Toulouse,31555828AH0650,Maison,140.0,282.0,7.0,7,696000,731000,Renove
2016-05-23,420000.0,31300,Toulouse,31555828AM0200,Maison,85.0,404.0,4.0,7,422000,443000,Renove
2016-06-08,599100.0,31000,Toulouse,31555826AH0212,Maison,140.0,199.0,5.0,7,572000,601000,Renove
2016-06-23,410000.0,31500,Toulouse,31555835AD0229,Maison,85.0,470.0,3.0,7,397000,417000,Renove
2016-07-06,518000.0,31500,Toulouse,31555836BH0072,Maison,143.0,341.0,7.0,7,517000,543000,Renove
2016-07-27,440000.0,31400,Toulouse,31555814AD0397,Maison,99.0,536.0,5.0,7,419000,440000,Ancien
2016-08-04,195000.0,31100,Toulouse,31555842BL0242,Maison,81.0,81.0,4.0,7,198000,208000,Ancien
2016-08-24,275000.0,31200,Toulouse,31555831AR0200,Maison,103.0,275.0,5.0,7,270000,284000,Ancien
2016-08-26,708000.0,31500,Toulouse,31555808AE0005,Maison,185.0,506.0,6.0,7,717000,753000,Renove
2016-09-09,239000.0,31500,Toulouse,31555835AE0089,Maison,80.0,313.0,5.0,7,239000,251000,Ancien
2016-09-16,209000.0,31100,Toulouse,31555840AT0518,Maison,90.0,90.0,4.0,7,199000,209000,Ancien
2016-09-21,270000.0,31400,Toulouse,31555839AN0064,Maison,81.0,294.0,5.0,7,258000,271000,Ancien
2016-09-26,405000.0,31500,Toulouse,31555836AX0257,Maison,120.0,321.0,7.0,7,429000,450000,Renove
2016-10-03,255000.0,31500,Toulouse,31555835AE0031,Maison,110.0,361.0,5.0,7,256000,269000,Ancien
2016-10-07,360000.0,31200,Toulouse,31555829AP0172,Maison,92.0,420.0,4.0,7,395000,415000,Renove
2016-11-04,377300.0,31300,Toulouse,31555843BI0022,Maison,171.0,650.0,7.0,7,366000,384000,Ancien
2016-11-22,245000.0,31100,Toulouse,31555842AM0489,Maison,108.0,437.0,6.0,7,247000,259000,Ancien
2016-12-14,337000.0,31200,Toulouse,31555803AC0004,Maison,99.0,368.0,4.0,7,334000,351000,Renove
2017-02-09,159000.0,31200,Toulouse,31555830AM0196,Maison,74.0,74.0,4.0,7,171000,180000,Ancien
2017-02-14,365000.0,31000,Toulouse,31555823AB0208,Maison,113.0,125.0,4.0,7,348000,365000,Renove
2017-02-17,288045.0,31100,Toulouse,31555841AY0340,Maison,136.0,715.0,5.0,7,298000,313000,Ancien
2017-04-11,250000.0,31500,Toulouse,31555808AD0199,Maison,86.0,271.0,4.0,7,256000,269000,Ancien
2017-04-28,354000.0,31300,Toulouse,31555845AM0146,Maison,85.0,533.0,4.0,7,354000,372000,Ancien
2017-06-20,350000.0,31500,Toulouse,31555807AB0621,Maison,106.0,171.0,6.0,7,360000,378000,Renove
2017-07-05,481000.0,31200,Toulouse,31555803AD0048,Maison,143.0,432.0,5.0,7,458000,481000,Renove
2017-07-28,240000.0,31500,Toulouse,31555835AH0141,Maison,82.0,209.0,4.0,7,231000,243000,Ancien
2017-09-22,432420.0,31500,Toulouse,31555834AH0269,Maison,128.0,128.0,5.0,7,445000,467000,Renove
2017-10-09,335000.0,31400,Toulouse,31555811AI0112,Maison,76.0,114.0,4.0,7,342000,359000,Renove
2017-10-25,190000.0,31100,Toulouse,31555842AL0156,Maison,57.0,532.0,4.0,7,192000,202000,Renove
2017-11-14,410000.0,31200,Toulouse,31555831AL0138,Maison,130.0,219.0,6.0,7,415000,436000,Renove
2018-01-10,150000.0,31000,Toulouse,31555821AC0108,Maison,55.0,55.0,3.0,7,155000,163000,Renove
2018-04-06,319200.0,31400,Toulouse,31555839AM0266,Maison,85.0,353.0,4.0,7,304000,319200,Renove
2018-06-29,518000.0,31000,Toulouse,31555827AD0098,Maison,121.0,410.0,6.0,7,512000,538000,Renove
2018-07-10,236450.0,31200,Toulouse,31555831AM0002,Maison,90.0,229.0,5.0,7,253000,266000,Ancien
2018-09-18,315000.0,31400,Toulouse,31555838AC0021,Maison,75.0,368.0,5.0,7,334000,351000,Renove
2018-10-10,327280.0,31100,Toulouse,31555844AE0161,Maison,103.0,223.0,4.0,7,321000,337000,Renove
2018-10-15,282111.0,31100,Toulouse,31555841AL0431,Maison,96.0,465.0,4.0,7,269000,282111,Ancien
2018-10-17,592500.0,31500,Toulouse,31555805AD0251,Maison,130.0,216.0,6.0,7,584000,613000,Ancien
2018-12-06,184000.0,31100,Toulouse,31555843AN0230,Maison,63.0,169.0,3.0,7,176000,185000,Renove
2018-12-21,450000.0,31200,Toulouse,31555802AE0261,Maison,117.0,252.0,5.0,7,445000,467000,Renove
2018-12-26,481500.0,31200,Toulouse,31555802AD0075,Maison,122.0,275.0,7.0,7,459000,482000,Renove
2019-01-25,390000.0,31500,Toulouse,31555805AC0219,Maison,180.0,405.0,6.0,7,394000,414000,Ancien
2019-02-05,338500.0,31500,Toulouse,31555805AD0339,Maison,108.0,281.0,5.0,7,339000,356000,Renove
2019-04-08,495000.0,31300,Toulouse,31555846AK0238,Maison,119.0,313.0,5.0,7,494000,519000,Renove
2020-05-27,300000.0,31200,Toulouse,31555831AW0481,Maison,112.0,421.0,5.0,7,315000,331000,Ancien
2014-02-05,290000.0,31200,Toulouse,31555832AI0024,Maison,117.0,117.0,6.0,5,293000,308000,Ancien
2014-03-20,224800.0,31300,Toulouse,31555846AC0146,Maison,92.0,105.0,6.0,5,233000,245000,Renove
2014-05-22,225000.0,31500,Toulouse,31555833AK0169,Maison,68.0,176.0,4.0,5,219000,230000,Ancien
2014-06-03,385000.0,31500,Toulouse,31555836AC0069,Maison,112.0,354.0,4.0,5,399000,419000,Renove
2014-06-19,318000.0,31500,Toulouse,31555808AC0327,Maison,112.0,281.0,3.0,5,317000,333000,Ancien
2014-06-25,252000.0,31400,Toulouse,31555811AB0006,Maison,84.0,89.0,4.0,5,255000,268000,Ancien
2014-07-16,129800.0,31200,Toulouse,31555804AD0400,Maison,40.0,28.0,2.0,5,131000,138000,Renove
2014-07-31,290000.0,31500,Toulouse,31555836AX0246,Maison,100.0,263.0,4.0,5,293000,308000,Ancien
2014-08-28,400000.0,31000,Toulouse,31555827AD0175,Maison,100.0,264.0,5.0,5,392000,412000,Renove
2014-08-29,192000.0,31100,Toulouse,31555841AX0113,Maison,80.0,264.0,4.0,5,191000,201000,Ancien
2014-09-18,409400.0,31200,Toulouse,31555829AN0145,Maison,108.0,144.0,7.0,5,422000,443000,Renove
2014-09-29,170000.0,31100,Toulouse,31555841AX0133,Maison,63.0,275.0,3.0,5,176000,185000,Ancien
2014-10-01,295900.0,31500,Toulouse,31555835AH0003,Maison,90.0,199.0,4.0,5,301000,316000,Renove
2014-10-17,145000.0,31100,Toulouse,31555843AV0258,Maison,95.0,95.0,4.0,5,149000,156000,Ancien
2014-10-30,520000.0,31500,Toulouse,31555836AZ0024,Maison,137.0,552.0,5.0,5,523000,549000,Renove
2014-11-20,274750.0,31200,Toulouse,31555830AP0122,Maison,144.0,261.0,4.0,5,276000,290000,Ancien
2015-01-16,210000.0,31500,Toulouse,31555805AE0352,Maison,53.0,117.0,3.0,5,221000,232000,Renove
2015-01-22,181000.0,31100,Toulouse,31555843AM0098,Maison,86.0,230.0,4.0,5,179000,188000,Renove
2015-02-11,320000.0,31500,Toulouse,31555835AH0053,Maison,99.0,465.0,4.0,5,321000,337000,Renove
2015-03-04,175000.0,31100,Toulouse,31555842AC0256,Maison,54.0,392.0,1.0,5,172000,181000,Ancien
2015-03-12,370000.0,31400,Toulouse,31555839AD0013,Maison,204.0,408.0,5.0,5,374000,393000,Ancien
2015-03-27,258000.0,31200,Toulouse,31555831AM0185,Maison,69.0,455.0,3.0,5,261000,274000,Renove
2015-03-31,283000.0,31500,Toulouse,31555805AC0146,Maison,82.0,377.0,5.0,5,280000,294000,Renove
2015-04-14,305000.0,31200,Toulouse,31555832AI0055,Maison,116.0,116.0,6.0,5,309000,324000,Ancien
2015-05-04,236850.0,31100,Toulouse,31555841AV0046,Maison,88.0,412.0,4.0,5,228000,239000,Ancien
2015-05-11,260000.0,31500,Toulouse,31555834AT0065,Maison,90.0,450.0,5.0,5,267000,280000,Ancien
2015-06-08,397000.0,31500,Toulouse,31555804AD0169,Maison,120.0,162.0,5.0,5,393000,413000,Renove
2015-07-08,510000.0,31500,Toulouse,31555807AB0528,Maison,126.0,160.0,5.0,5,513000,539000,Renove
2015-09-25,296000.0,31100,Toulouse,31555841AY0384,Maison,100.0,734.0,5.0,5,300000,315000,Ancien
2015-10-16,323000.0,31200,Toulouse,31555830AC0483,Maison,117.0,257.0,5.0,5,326000,342000,Ancien
2015-10-30,508500.0,31400,Toulouse,31555810AC0123,Maison,123.0,224.0,4.0,5,521000,547000,Ancien
2015-11-26,180000.0,31100,Toulouse,31555841AH0016,Maison,71.0,438.0,3.0,5,183000,192000,Ancien
2015-12-10,341000.0,31400,Toulouse,31555812AK0036,Maison,91.0,736.0,4.0,5,352000,370000,Renove
2016-01-19,176000.0,31100,Toulouse,31555843AM0202,Maison,82.0,232.0,4.0,5,180000,189000,Renove
2016-02-05,230000.0,31500,Toulouse,31555806AD0535,Maison,58.0,58.0,3.0,5,227000,238000,Ancien
2016-05-20,450000.0,31500,Toulouse,31555805AB0219,Maison,136.0,318.0,4.0,5,462000,485000,Ancien
2016-06-01,540300.0,31500,Toulouse,31555807AD0273,Maison,140.0,272.0,5.0,5,538000,565000,Renove
2016-07-27,367000.0,31200,Toulouse,31555830AP0081,Maison,115.0,256.0,5.0,5,378000,397000,Ancien
2016-09-16,230000.0,31100,Toulouse,31555843AO0025,Maison,126.0,498.0,5.0,5,227000,238000,Ancien
2016-09-22,180000.0,31200,Toulouse,31555830AH0774,Maison,77.0,77.0,4.0,5,184000,193000,Ancien
2016-09-30,198000.0,31100,Toulouse,31555842BK0132,Maison,82.0,223.0,4.0,5,197000,207000,Ancien
2016-10-06,280000.0,31500,Toulouse,31555808AB0186,Maison,100.0,167.0,2.0,5,286000,300000,Ancien
2016-10-20,221800.0,31100,Toulouse,31555841AB0156,Maison,67.0,67.0,3.0,5,221000,232000,Renove
2016-11-21,280000.0,31100,Toulouse,31555842AC0351,Maison,76.0,250.0,4.0,5,283000,297000,Ancien
2016-12-09,290000.0,31400,Toulouse,31555838AD0048,Maison,95.0,363.0,5.0,5,286000,300000,Ancien
2017-01-06,518200.0,31500,Toulouse,31555834AE0623,Maison,149.0,316.0,6.0,5,543000,570000,Renove
2017-01-11,136300.0,31100,Toulouse,31555843AN0259,Maison,64.0,150.0,3.0,5,141000,148000,Renove
2017-02-01,160000.0,31200,Toulouse,31555829AW0061,Maison,70.0,70.0,3.0,5,159000,167000,Ancien
2017-03-08,363375.0,31400,Toulouse,31555836AY0029,Maison,100.0,324.0,5.0,5,377000,396000,Renove
2017-03-23,370000.0,31500,Toulouse,31555836AB0043,Maison,100.0,410.0,5.0,5,374000,393000,Renove
2017-04-25,144375.0,31000,Toulouse,31555827AB0052,Maison,58.0,112.0,3.0,5,148000,155000,Renove
2017-05-12,520000.0,31200,Toulouse,31555803AB0238,Maison,170.0,802.0,5.0,5,522000,548000,Renove
2017-06-19,792680.0,31000,Toulouse,31555826AH0372,Maison,202.0,273.0,4.0,5,826000,867000,Renove
2017-06-22,180000.0,31200,Toulouse,31555804AC0025,Maison,96.0,364.0,4.0,5,186000,195000,Ancien
2017-07-13,420000.0,31400,Toulouse,31555839AP0061,Maison,120.0,718.0,5.0,5,410000,430000,Renove
2017-08-21,205800.0,31100,Toulouse,31555841AN0694,Maison,83.0,238.0,4.0,5,219000,230000,Ancien
2017-08-30,464000.0,31500,Toulouse,31555834AO0381,Maison,131.0,596.0,5.0,5,473000,497000,Renove
2017-11-25,280000.0,31400,Toulouse,31555838AH0053,Maison,80.0,325.0,5.0,5,280000,294000,Renove
2017-12-07,840000.0,31400,Toulouse,31555839AY0046,Maison,200.0,5190.0,6.0,5,887000,931000,Ancien
2017-12-13,850000.0,31100,Toulouse,31555841AA0018,Maison,258.0,1329.0,9.0,5,876000,920000,Renove
2017-12-20,237000.0,31500,Toulouse,31555805AB0079,Maison,58.0,178.0,3.0,5,245000,257000,Ancien
2018-01-10,206000.0,31100,Toulouse,31555840AC0164,Maison,127.0,425.0,4.0,5,214000,225000,Ancien
2018-01-18,355150.0,31100,Toulouse,31555843AZ0197,Maison,116.0,681.0,5.0,5,358000,376000,Ancien
2018-01-19,320000.0,31500,Toulouse,31555836AW0025,Maison,118.0,523.0,4.0,5,330000,346000,Renove
2018-02-05,320000.0,31500,Toulouse,31555835AE0099,Maison,80.0,261.0,4.0,5,319000,335000,Renove
2018-04-25,188000.0,31100,Toulouse,31555840AD0185,Maison,85.0,359.0,5.0,5,187000,196000,Ancien
2018-05-16,231000.0,31300,Toulouse,31555843BI0132,Maison,120.0,435.0,5.0,5,233000,245000,Ancien
2018-05-17,620233.0,31200,Toulouse,31555803AE0127,Maison,170.0,197.0,5.0,5,595000,625000,Renove
2018-05-31,186000.0,31200,Toulouse,31555830AB0105,Maison,81.0,81.0,4.0,5,190000,200000,Renove
2018-07-17,258000.0,31200,Toulouse,31555831AV0364,Maison,76.0,229.0,4.0,5,267000,280000,Renove
2018-09-07,460000.0,31500,Toulouse,31555836BC0150,Maison,131.0,386.0,5.0,5,447000,469000,Ancien
2018-11-16,357000.0,31200,Toulouse,31555802AD0033,Maison,128.0,333.0,5.0,5,388000,407000,Ancien
2019-02-01,173000.0,31100,Toulouse,31555843AN0254,Maison,63.0,149.0,3.0,5,178000,187000,Ancien
2019-02-26,320000.0,31500,Toulouse,31555834AT0102,Maison,88.0,553.0,5.0,5,330000,346000,Renove
2019-03-27,204500.0,31400,Toulouse,31555811AC0006,Maison,50.0,60.0,2.0,5,207000,217000,Renove
2019-04-11,551150.0,31500,Toulouse,31555806AC0572,Maison,164.0,216.0,4.0,5,563000,591000,Renove
2019-05-10,555000.0,31500,Toulouse,31555805AD0359,Maison,118.0,493.0,5.0,5,570000,598000,Renove
2019-05-27,582800.0,31200,Toulouse,31555803AE0135,Maison,127.0,296.0,5.0,5,574000,603000,Renove
2019-06-11,312000.0,31200,Toulouse,31555833AO0092,Maison,79.0,293.0,5.0,5,311000,327000,Renove
2020-01-29,400000.0,31500,Toulouse,31555808AI0098,Maison,82.0,193.0,4.0,5,387000,406000,Ancien
2020-01-31,236966.83,31500,Toulouse,31555808AB0445,Maison,70.0,29.0,3.0,5,239000,251000,Renove
2014-01-07,311500.0,31500,Toulouse,31555834AP0010,Maison,86.0,499.0,5.0,0,297000,312000,Renove
2014-01-15,400000.0,31400,Toulouse,31555811AC0124,Maison,100.0,322.0,4.0,0,408000,428000,Renove
2014-01-23,187000.0,31100,Toulouse,31555842BH0099,Maison,93.0,137.0,4.0,0,178000,187000,Ancien
2014-03-27,279980.0,31400,Toulouse,31555839AM0240,Maison,87.0,236.0,4.0,0,275000,289000,Renove
2014-05-23,591450.0,31100,Toulouse,31555843BA0068,Maison,180.0,869.0,6.0,0,617000,648000,Renove
2014-06-17,206200.0,31300,Toulouse,31555828AC0163,Maison,60.0,180.0,3.0,0,210000,220000,Renove
2014-09-13,204000.0,31100,Toulouse,31555843AV0168,Maison,75.0,310.0,3.0,0,213000,224000,Ancien
2014-09-24,448800.0,31100,Toulouse,31555843BB0303,Maison,139.0,590.0,5.0,0,456000,479000,Renove
2014-09-26,346000.0,31100,Toulouse,31555842AB0287,Maison,81.0,519.0,4.0,0,364000,382000,Renove
2014-10-22,210000.0,31100,Toulouse,31555842AE0226,Maison,64.0,545.0,3.0,0,237000,249000,Renove
